Image,Class,height,kfold
image4324.jpg,Food,60,0
image4891.jpg,misc,107,0
image5869.jpg,Food,60,0
image1025.jpg,Decorationandsignage,107,0
image10091.jpg,Food,107,0
image9515.jpg,Food,53,0
image42.jpg,Decorationandsignage,60,0
image5989.jpg,Attire,107,0
image7390.jpg,Decorationandsignage,53,0
image9030.jpg,Food,120,0
image959.jpg,Food,60,0
image9728.jpg,Food,107,0
image5229.jpg,Food,45,0
image9324.jpg,Food,45,0
image1434.jpg,Attire,53,0
image4988.jpg,Decorationandsignage,38,0
image1805.jpg,Food,107,0
image10557.jpg,misc,60,0
image7152.jpg,misc,80,0
image9514.jpg,Food,107,0
image9138.jpg,Decorationandsignage,53,0
image7997.jpg,Attire,110,0
image9042.jpg,Attire,120,0
image9360.jpg,misc,64,0
image9739.jpg,misc,60,0
image909.jpg,Food,139,0
image7754.jpg,Attire,62,0
image2473.jpg,Decorationandsignage,60,0
image9816.jpg,misc,60,0
image7038.jpg,Food,60,0
image9046.jpg,Food,80,0
image7878.jpg,Attire,57,0
image6099.jpg,Food,82,0
image2628.jpg,Food,60,0
image6819.jpg,Food,80,0
image8081.jpg,Food,53,0
image9146.jpg,Decorationandsignage,60,0
image1859.jpg,misc,107,0
image6473.jpg,Food,80,0
image9464.jpg,Attire,80,0
image596.jpg,misc,60,0
image3384.jpg,Food,80,0
image3138.jpg,misc,53,0
image10667.jpg,Food,53,0
image10631.jpg,Decorationandsignage,60,0
image2005.jpg,misc,54,0
image10333.jpg,Attire,53,0
image1863.jpg,Food,58,0
image7602.jpg,Food,107,0
image5159.jpg,Food,53,0
image2178.jpg,Attire,54,0
image9176.jpg,misc,54,0
image6414.jpg,Decorationandsignage,45,0
image2832.jpg,Decorationandsignage,60,0
image5344.jpg,Food,55,0
image7739.jpg,Attire,53,0
image9717.jpg,Attire,64,0
image1337.jpg,Attire,60,0
image6121.jpg,Decorationandsignage,60,0
image2576.jpg,Attire,55,0
image3879.jpg,misc,51,0
image1113.jpg,Attire,120,0
image5413.jpg,misc,107,0
image193.jpg,Food,54,0
image3175.jpg,Food,53,0
image2992.jpg,Food,80,0
image7103.jpg,Attire,120,0
image8839.jpg,Decorationandsignage,60,0
image2488.jpg,Food,60,0
image1678.jpg,Food,60,0
image7282.jpg,Food,80,0
image1977.jpg,Food,53,0
image8721.jpg,misc,120,0
image3788.jpg,Attire,107,0
image7971.jpg,Attire,80,0
image4162.jpg,Attire,120,0
image2156.jpg,Decorationandsignage,53,0
image2647.jpg,misc,45,0
image1661.jpg,Attire,45,0
image3710.jpg,Food,113,0
image1947.jpg,Decorationandsignage,120,0
image1424.jpg,Decorationandsignage,64,0
image8906.jpg,misc,53,0
image4.jpg,Attire,65,0
image66.jpg,Food,79,0
image8158.jpg,misc,53,0
image6440.jpg,Attire,60,0
image4764.jpg,Food,60,0
image6886.jpg,Food,120,0
image3609.jpg,misc,53,0
image9924.jpg,Attire,80,0
image10432.jpg,Attire,120,0
image1443.jpg,Food,58,0
image2377.jpg,Food,53,0
image5580.jpg,Decorationandsignage,60,0
image7409.jpg,Attire,78,0
image2310.jpg,misc,80,0
image9591.jpg,Food,53,0
image1676.jpg,Food,60,0
image9504.jpg,Decorationandsignage,53,0
image2642.jpg,Decorationandsignage,64,0
image888.jpg,Attire,104,0
image4681.jpg,misc,53,0
image3852.jpg,Food,53,0
image7065.jpg,misc,57,0
image1285.jpg,Attire,53,0
image5901.jpg,Food,107,0
image4701.jpg,Food,120,0
image3034.jpg,Attire,107,0
image135.jpg,Attire,140,0
image9638.jpg,Attire,60,0
image1707.jpg,Decorationandsignage,45,0
image7395.jpg,Food,111,0
image8230.jpg,misc,120,0
image10295.jpg,Food,60,0
image4429.jpg,misc,53,0
image7726.jpg,misc,111,0
image5323.jpg,Food,53,0
image5277.jpg,Food,80,0
image851.jpg,Food,53,0
image1683.jpg,misc,52,0
image9071.jpg,Attire,75,0
image3318.jpg,misc,53,0
image9304.jpg,Food,60,0
image2439.jpg,Attire,53,0
image10489.jpg,misc,112,0
image9386.jpg,Attire,80,0
image2063.jpg,Attire,120,0
image3415.jpg,Attire,53,0
image6773.jpg,Food,112,0
image9949.jpg,Attire,53,0
image8180.jpg,Attire,53,0
image6713.jpg,Attire,76,0
image1066.jpg,Decorationandsignage,60,0
image3155.jpg,Decorationandsignage,107,0
image4119.jpg,Food,53,0
image6763.jpg,Food,80,0
image9642.jpg,Food,53,0
image2890.jpg,Attire,60,0
image6840.jpg,misc,53,0
image3987.jpg,Food,52,0
image9184.jpg,Food,76,0
image3771.jpg,Attire,54,0
image1638.jpg,Food,60,0
image4875.jpg,Attire,61,0
image2635.jpg,misc,113,0
image4158.jpg,misc,107,0
image3254.jpg,Food,60,0
image10355.jpg,Attire,130,0
image1824.jpg,Attire,70,0
image3203.jpg,Attire,107,0
image5928.jpg,Food,80,0
image6458.jpg,misc,107,0
image9761.jpg,Attire,80,0
image9356.jpg,Attire,66,0
image9535.jpg,Attire,120,0
image5100.jpg,Attire,36,0
image8275.jpg,Food,132,0
image6926.jpg,Decorationandsignage,107,0
image5141.jpg,misc,120,0
image4544.jpg,misc,53,0
image6944.jpg,Food,81,0
image7645.jpg,Attire,121,0
image5142.jpg,misc,107,0
image10525.jpg,Attire,84,0
image4669.jpg,Attire,98,0
image4051.jpg,Food,60,0
image3827.jpg,Decorationandsignage,45,0
image5238.jpg,Decorationandsignage,53,0
image10594.jpg,Food,60,0
image6872.jpg,Attire,128,0
image3844.jpg,Decorationandsignage,80,0
image2030.jpg,Attire,53,0
image7735.jpg,Food,80,0
image2591.jpg,Attire,107,0
image10522.jpg,misc,80,0
image9540.jpg,Decorationandsignage,53,0
image2687.jpg,Attire,120,0
image7404.jpg,misc,54,0
image1214.jpg,Food,53,0
image10769.jpg,Food,60,0
image8788.jpg,Food,53,0
image4150.jpg,Food,54,0
image5509.jpg,Food,107,0
image199.jpg,Attire,59,0
image6806.jpg,Food,80,0
image3027.jpg,Attire,54,0
image7010.jpg,misc,53,0
image3509.jpg,misc,107,0
image10487.jpg,Food,54,0
image10378.jpg,misc,53,0
image9674.jpg,Food,60,0
image5938.jpg,Attire,71,0
image3601.jpg,Food,53,0
image8225.jpg,misc,60,0
image4329.jpg,misc,53,0
image4269.jpg,Food,45,0
image10308.jpg,Food,53,0
image5257.jpg,misc,51,0
image6087.jpg,Food,60,0
image2283.jpg,Attire,104,0
image9830.jpg,misc,57,0
image46.jpg,Attire,120,0
image10578.jpg,Attire,80,0
image5941.jpg,Food,53,0
image8357.jpg,Attire,132,0
image7655.jpg,Food,53,0
image10.jpg,Food,60,0
image3008.jpg,Food,60,0
image8950.jpg,Food,107,0
image8345.jpg,Attire,80,0
image246.jpg,Attire,60,0
image1046.jpg,Food,120,0
image8364.jpg,Attire,72,0
image7911.jpg,misc,41,0
image8290.jpg,Decorationandsignage,53,0
image9606.jpg,Food,60,0
image588.jpg,Food,60,0
image2202.jpg,Attire,143,0
image3186.jpg,Attire,60,0
image2188.jpg,Food,60,0
image10490.jpg,misc,120,0
image1838.jpg,Decorationandsignage,53,0
image7439.jpg,Attire,102,0
image7361.jpg,misc,53,0
image6868.jpg,misc,80,0
image4660.jpg,Attire,120,0
image7550.jpg,Decorationandsignage,120,0
image6061.jpg,Decorationandsignage,60,0
image2366.jpg,Food,80,0
image6542.jpg,misc,53,0
image3493.jpg,misc,54,0
image3088.jpg,Food,53,0
image6821.jpg,Decorationandsignage,60,0
image1620.jpg,Food,53,0
image7896.jpg,Food,53,0
image4829.jpg,Food,60,0
image2991.jpg,Decorationandsignage,53,0
image975.jpg,Food,80,0
image6203.jpg,misc,67,0
image79.jpg,Food,60,0
image1133.jpg,Food,80,0
image10647.jpg,Food,53,0
image4606.jpg,Food,107,0
image6043.jpg,Attire,53,0
image8005.jpg,Food,60,0
image978.jpg,Food,60,0
image4698.jpg,Food,45,0
image9707.jpg,misc,52,0
image9918.jpg,Attire,120,0
image7347.jpg,Attire,143,0
image7741.jpg,Decorationandsignage,107,0
image9766.jpg,misc,107,0
image273.jpg,Food,53,0
image2224.jpg,Food,120,0
image263.jpg,Food,53,0
image3894.jpg,misc,53,0
image7500.jpg,misc,64,0
image4449.jpg,Food,53,0
image4515.jpg,misc,80,0
image2523.jpg,Food,53,0
image1261.jpg,Decorationandsignage,60,0
image5940.jpg,Food,51,0
image10265.jpg,Food,60,0
image4378.jpg,Attire,121,0
image4474.jpg,Food,120,0
image4762.jpg,Food,60,0
image7787.jpg,Attire,95,0
image6022.jpg,misc,53,0
image6599.jpg,Food,107,0
image4048.jpg,misc,60,0
image7213.jpg,Attire,64,0
image5607.jpg,Food,47,0
image7321.jpg,Attire,64,0
image9257.jpg,Food,118,0
image8825.jpg,Food,120,0
image5312.jpg,Food,59,0
image2909.jpg,Food,45,0
image6919.jpg,Food,60,0
image9003.jpg,Attire,86,0
image9548.jpg,Food,84,0
image2087.jpg,Food,90,0
image7538.jpg,Attire,120,0
image1693.jpg,misc,54,0
image1873.jpg,Food,80,0
image6708.jpg,Food,60,0
image6873.jpg,Food,60,0
image8621.jpg,Decorationandsignage,60,0
image1255.jpg,Attire,63,0
image4339.jpg,Food,60,0
image10868.jpg,Food,80,0
image6534.jpg,Food,107,0
image8088.jpg,misc,60,0
image9326.jpg,Food,121,0
image3492.jpg,Attire,53,0
image8926.jpg,Attire,60,0
image5845.jpg,Food,107,0
image10155.jpg,misc,120,0
image7491.jpg,Attire,120,0
image6564.jpg,Decorationandsignage,44,0
image8964.jpg,Food,107,0
image6580.jpg,misc,60,0
image6436.jpg,misc,60,0
image3070.jpg,Decorationandsignage,53,0
image8805.jpg,misc,53,0
image7045.jpg,misc,60,0
image8631.jpg,Food,53,0
image3071.jpg,Food,107,0
image5611.jpg,Food,53,0
image7394.jpg,Attire,120,0
image6585.jpg,Attire,60,0
image3902.jpg,misc,53,0
image5528.jpg,Food,80,0
image6340.jpg,Food,60,0
image9649.jpg,Food,120,0
image4246.jpg,Food,107,0
image10619.jpg,Food,60,0
image3769.jpg,Attire,53,0
image8248.jpg,Food,60,0
image10526.jpg,Food,120,0
image6557.jpg,Decorationandsignage,45,0
image1769.jpg,Decorationandsignage,53,0
image9279.jpg,misc,60,0
image10734.jpg,misc,120,0
image6945.jpg,Decorationandsignage,53,0
image7100.jpg,Decorationandsignage,53,0
image7581.jpg,Decorationandsignage,60,0
image8814.jpg,Food,53,0
image10097.jpg,Attire,87,0
image5912.jpg,Food,53,0
image7654.jpg,Food,107,0
image123.jpg,Attire,83,0
image4975.jpg,Food,64,0
image654.jpg,Attire,80,0
image5891.jpg,Decorationandsignage,60,0
image7796.jpg,Attire,50,0
image2263.jpg,Attire,55,0
image9813.jpg,Food,60,0
image8773.jpg,misc,60,0
image3253.jpg,Food,80,0
image3383.jpg,Attire,54,0
image3747.jpg,misc,60,0
image817.jpg,Attire,60,0
image10274.jpg,Attire,61,0
image2809.jpg,Food,54,0
image5231.jpg,Food,60,0
image6401.jpg,Food,54,0
image5703.jpg,Attire,60,0
image8806.jpg,Food,80,0
image6162.jpg,Food,60,0
image10511.jpg,Decorationandsignage,52,0
image5722.jpg,Attire,138,0
image4366.jpg,Attire,60,0
image8589.jpg,Attire,60,0
image5069.jpg,misc,53,0
image3456.jpg,Food,60,0
image8483.jpg,Attire,120,0
image9914.jpg,Food,82,0
image8819.jpg,misc,60,0
image4553.jpg,Food,60,0
image172.jpg,Food,53,0
image8570.jpg,misc,120,0
image6382.jpg,Food,53,0
image8118.jpg,Decorationandsignage,80,0
image8494.jpg,Attire,53,0
image4956.jpg,Decorationandsignage,60,0
image9148.jpg,Food,53,0
image6644.jpg,Attire,53,0
image4084.jpg,Food,80,0
image2664.jpg,Food,69,0
image8904.jpg,Attire,120,0
image27.jpg,misc,60,0
image8476.jpg,Food,80,0
image4550.jpg,Attire,53,0
image2935.jpg,Food,81,0
image9375.jpg,Attire,80,0
image6995.jpg,Attire,80,0
image9204.jpg,misc,120,0
image7443.jpg,Attire,53,0
image1735.jpg,misc,60,0
image2904.jpg,Attire,53,0
image8832.jpg,Food,60,0
image3251.jpg,Attire,60,0
image1509.jpg,misc,46,0
image1474.jpg,Decorationandsignage,122,0
image5708.jpg,misc,120,0
image3967.jpg,misc,107,0
image629.jpg,Food,107,0
image10070.jpg,Food,53,0
image8001.jpg,Attire,76,0
image2463.jpg,Food,53,0
image10125.jpg,Attire,55,0
image5116.jpg,Decorationandsignage,65,0
image10823.jpg,misc,63,0
image4734.jpg,Food,80,0
image1884.jpg,Attire,119,0
image9152.jpg,Decorationandsignage,107,0
image2915.jpg,Food,80,0
image2648.jpg,Attire,176,0
image3904.jpg,misc,50,0
image3803.jpg,Attire,53,0
image6879.jpg,Attire,80,0
image3802.jpg,misc,60,0
image6059.jpg,Attire,83,0
image9267.jpg,Food,60,0
image5594.jpg,Attire,80,0
image5063.jpg,Food,120,0
image8307.jpg,Attire,92,0
image4314.jpg,misc,107,0
image10318.jpg,Decorationandsignage,120,0
image2698.jpg,Food,54,0
image2395.jpg,Attire,123,0
image6172.jpg,Food,120,0
image6229.jpg,Food,120,0
image10353.jpg,Decorationandsignage,120,0
image9955.jpg,Food,60,0
image8707.jpg,Attire,58,0
image7587.jpg,Food,80,0
image9857.jpg,Attire,60,0
image5790.jpg,Food,50,0
image8161.jpg,misc,120,0
image9301.jpg,Food,122,0
image8305.jpg,misc,53,0
image5815.jpg,misc,110,0
image4365.jpg,Decorationandsignage,60,0
image6525.jpg,Decorationandsignage,60,0
image5573.jpg,Decorationandsignage,53,0
image7700.jpg,Food,60,0
image7305.jpg,Attire,120,0
image8498.jpg,Food,120,0
image8694.jpg,Food,60,0
image8184.jpg,misc,107,0
image10742.jpg,Attire,60,0
image8508.jpg,Attire,120,0
image5263.jpg,misc,119,0
image5712.jpg,Food,60,0
image747.jpg,misc,60,0
image6551.jpg,Food,60,0
image1506.jpg,Attire,60,0
image7266.jpg,Food,120,0
image7884.jpg,Food,60,0
image94.jpg,Food,60,0
image69.jpg,Decorationandsignage,112,0
image787.jpg,misc,60,0
image1380.jpg,Decorationandsignage,60,0
image9327.jpg,Food,53,0
image5070.jpg,Attire,81,0
image3545.jpg,Food,107,0
image8331.jpg,Food,53,0
image2987.jpg,Food,80,0
image2725.jpg,Food,80,0
image10782.jpg,Food,63,0
image3573.jpg,Food,60,0
image1416.jpg,Food,60,0
image7966.jpg,Food,60,0
image2300.jpg,Food,80,0
image7671.jpg,Food,107,0
image8554.jpg,Attire,54,0
image7030.jpg,misc,53,0
image9595.jpg,Attire,80,0
image9757.jpg,Attire,53,0
image3542.jpg,Food,60,0
image7757.jpg,Food,107,0
image2102.jpg,Attire,120,0
image1997.jpg,Food,120,0
image9694.jpg,Attire,107,0
image9268.jpg,Food,80,0
image8533.jpg,Food,56,0
image10085.jpg,misc,121,0
image9172.jpg,misc,64,0
image9182.jpg,Attire,60,0
image9797.jpg,Food,40,0
image8085.jpg,misc,53,0
image9290.jpg,Food,53,0
image333.jpg,misc,107,0
image161.jpg,Decorationandsignage,107,0
image7635.jpg,Attire,45,0
image7341.jpg,Food,60,0
image9507.jpg,Food,53,0
image3656.jpg,Food,53,0
image10283.jpg,misc,60,0
image7729.jpg,Attire,120,0
image1002.jpg,Food,53,0
image1462.jpg,Food,60,0
image17.jpg,Attire,60,0
image1217.jpg,misc,60,0
image9668.jpg,Attire,80,0
image8303.jpg,Attire,120,0
image755.jpg,misc,53,0
image10588.jpg,Attire,53,0
image1614.jpg,Food,53,0
image9622.jpg,Food,60,0
image6381.jpg,Food,57,0
image5972.jpg,Food,53,0
image6595.jpg,Attire,60,0
image5197.jpg,Food,80,0
image4204.jpg,Decorationandsignage,53,0
image1955.jpg,misc,60,0
image10726.jpg,Attire,53,0
image9452.jpg,misc,60,0
image9313.jpg,misc,60,0
image9034.jpg,Food,53,0
image7770.jpg,Food,53,0
image4608.jpg,Attire,80,0
image376.jpg,Attire,120,0
image6253.jpg,Attire,112,0
image8536.jpg,misc,41,0
image3875.jpg,Food,100,0
image3729.jpg,misc,54,0
image4338.jpg,Attire,75,0
image10460.jpg,misc,52,0
image9730.jpg,Attire,52,0
image5929.jpg,misc,60,0
image8993.jpg,Attire,120,0
image7189.jpg,Food,80,0
image9877.jpg,Attire,60,0
image7521.jpg,Decorationandsignage,120,0
image6607.jpg,Food,60,0
image6171.jpg,misc,60,0
image4952.jpg,Decorationandsignage,60,0
image795.jpg,Attire,80,0
image1876.jpg,misc,60,0
image3364.jpg,Food,60,0
image2966.jpg,misc,53,0
image7493.jpg,Food,60,0
image10834.jpg,Attire,60,0
image3590.jpg,Attire,120,0
image7284.jpg,Attire,54,0
image8746.jpg,Food,80,0
image60.jpg,Attire,60,0
image7299.jpg,Decorationandsignage,52,0
image4686.jpg,Food,53,0
image9446.jpg,Food,58,0
image5610.jpg,Attire,108,0
image2855.jpg,Decorationandsignage,80,0
image3433.jpg,Food,53,0
image1218.jpg,misc,53,0
image10680.jpg,Decorationandsignage,60,0
image985.jpg,misc,60,0
image5846.jpg,Attire,53,0
image8557.jpg,Attire,54,0
image6442.jpg,misc,45,0
image7214.jpg,misc,54,0
image2356.jpg,Food,60,0
image1459.jpg,misc,60,0
image2893.jpg,Decorationandsignage,53,0
image7502.jpg,Food,120,0
image9841.jpg,misc,49,0
image9100.jpg,Attire,65,0
image8346.jpg,Attire,107,0
image1786.jpg,Food,53,0
image6665.jpg,Food,107,0
image78.jpg,Attire,53,0
image4695.jpg,Food,120,0
image6496.jpg,Food,60,0
image2170.jpg,misc,60,0
image3206.jpg,misc,92,0
image1068.jpg,Attire,59,0
image1264.jpg,Decorationandsignage,53,0
image7250.jpg,Attire,80,0
image3459.jpg,misc,53,0
image5720.jpg,Attire,95,0
image10556.jpg,Attire,107,0
image886.jpg,misc,82,0
image6311.jpg,Food,117,0
image4096.jpg,Decorationandsignage,57,0
image8298.jpg,Food,45,0
image3890.jpg,Decorationandsignage,60,0
image10612.jpg,Decorationandsignage,53,0
image9101.jpg,Food,60,0
image2225.jpg,Attire,96,0
image7656.jpg,Attire,53,0
image4534.jpg,Attire,56,0
image5807.jpg,misc,80,0
image1611.jpg,Attire,60,0
image10785.jpg,misc,107,0
image5678.jpg,Attire,87,0
image5014.jpg,Decorationandsignage,60,0
image9067.jpg,misc,60,0
image4447.jpg,Food,80,0
image1860.jpg,Food,53,0
image8400.jpg,Decorationandsignage,37,0
image1818.jpg,misc,80,0
image300.jpg,Food,53,0
image6956.jpg,Food,60,0
image1531.jpg,Decorationandsignage,54,0
image10134.jpg,Attire,60,0
image2537.jpg,misc,60,0
image1451.jpg,misc,120,0
image3877.jpg,Food,53,0
image1555.jpg,Attire,53,0
image2295.jpg,Attire,53,0
image780.jpg,Food,60,0
image7453.jpg,Attire,54,0
image7006.jpg,Attire,57,0
image10372.jpg,misc,107,0
image8171.jpg,Food,53,0
image2454.jpg,Decorationandsignage,53,0
image4307.jpg,Food,61,0
image9227.jpg,Attire,53,0
image4841.jpg,Decorationandsignage,80,0
image8179.jpg,Attire,120,0
image2944.jpg,Decorationandsignage,60,0
image9785.jpg,misc,60,0
image4873.jpg,Food,60,0
image8863.jpg,misc,64,0
image9134.jpg,Food,107,0
image10841.jpg,Decorationandsignage,66,0
image3907.jpg,Food,53,0
image9406.jpg,misc,60,0
image3599.jpg,Food,60,0
image9031.jpg,misc,101,0
image8736.jpg,Decorationandsignage,120,0
image8840.jpg,misc,45,0
image2985.jpg,Attire,107,0
image10315.jpg,misc,53,0
image843.jpg,Attire,107,0
image1635.jpg,Food,60,0
image186.jpg,Attire,80,0
image3643.jpg,Decorationandsignage,43,0
image4216.jpg,misc,80,0
image2311.jpg,Attire,54,0
image369.jpg,Decorationandsignage,80,0
image6300.jpg,misc,60,0
image6360.jpg,Food,60,0
image9952.jpg,Attire,115,0
image7615.jpg,Decorationandsignage,60,0
image2402.jpg,Decorationandsignage,53,0
image2775.jpg,Attire,60,0
image8880.jpg,Decorationandsignage,50,0
image7960.jpg,Decorationandsignage,53,0
image9583.jpg,Attire,60,0
image92.jpg,Food,60,0
image2492.jpg,misc,61,0
image6325.jpg,Food,80,0
image5298.jpg,misc,53,0
image9573.jpg,misc,107,0
image3161.jpg,misc,60,0
image8648.jpg,Food,53,0
image1733.jpg,Attire,121,0
image8995.jpg,Food,53,0
image3572.jpg,Attire,120,0
image4386.jpg,misc,60,0
image5561.jpg,misc,107,0
image9396.jpg,Decorationandsignage,80,0
image5961.jpg,Food,60,0
image9450.jpg,Food,107,0
image2396.jpg,Food,53,0
image8286.jpg,misc,60,0
image9711.jpg,misc,80,0
image9469.jpg,Food,60,0
image8565.jpg,Food,107,0
image4735.jpg,Attire,53,0
image5791.jpg,Decorationandsignage,142,0
image6276.jpg,Decorationandsignage,60,0
image9114.jpg,Decorationandsignage,60,0
image97.jpg,misc,107,0
image6373.jpg,Decorationandsignage,53,0
image3075.jpg,Decorationandsignage,60,0
image3974.jpg,Food,80,0
image5053.jpg,Attire,53,0
image2055.jpg,Food,120,0
image6216.jpg,Food,80,0
image10464.jpg,Food,120,0
image5982.jpg,Food,53,0
image9747.jpg,Food,60,0
image6013.jpg,Attire,53,0
image5193.jpg,Food,112,0
image10405.jpg,Attire,53,0
image8929.jpg,Food,53,0
image5656.jpg,Food,60,0
image5792.jpg,misc,107,0
image2069.jpg,Food,53,0
image6679.jpg,Decorationandsignage,80,0
image9322.jpg,Attire,53,0
image10799.jpg,Attire,120,0
image5228.jpg,Attire,53,0
image9738.jpg,Attire,58,0
image2389.jpg,Decorationandsignage,92,0
image9593.jpg,Attire,53,0
image7014.jpg,Food,142,0
image8674.jpg,Food,60,0
image2403.jpg,Food,53,0
image10814.jpg,Food,60,0
image4976.jpg,Food,60,0
image3735.jpg,Food,53,0
image4999.jpg,Attire,60,0
image65.jpg,Attire,56,0
image4458.jpg,misc,107,0
image2865.jpg,Food,108,0
image7725.jpg,Attire,102,0
image6545.jpg,Attire,80,0
image4852.jpg,Food,53,0
image5893.jpg,Attire,45,0
image9210.jpg,Attire,60,0
image10128.jpg,Food,80,0
image7492.jpg,Attire,126,0
image9027.jpg,Food,80,0
image4685.jpg,Food,60,0
image3049.jpg,misc,120,0
image7596.jpg,Food,45,0
image5334.jpg,misc,73,0
image4467.jpg,Attire,107,0
image7219.jpg,Attire,81,0
image5491.jpg,Attire,60,0
image2075.jpg,Food,80,0
image5383.jpg,Attire,60,0
image10415.jpg,misc,120,0
image3068.jpg,misc,60,0
image2813.jpg,Food,60,0
image10840.jpg,Food,60,0
image4450.jpg,Attire,80,0
image2913.jpg,Food,64,0
image8516.jpg,Attire,120,0
image3242.jpg,Attire,60,0
image6290.jpg,misc,45,0
image10546.jpg,Attire,80,0
image9383.jpg,Attire,60,0
image89.jpg,Decorationandsignage,50,0
image1975.jpg,Food,107,0
image3042.jpg,Food,53,0
image7367.jpg,Attire,49,0
image7136.jpg,Food,114,0
image8808.jpg,Attire,64,0
image10812.jpg,Attire,60,0
image7008.jpg,misc,80,0
image8534.jpg,misc,120,0
image9796.jpg,Food,60,0
image8045.jpg,Food,53,0
image2564.jpg,Attire,53,0
image8734.jpg,misc,60,0
image6709.jpg,misc,50,0
image8306.jpg,Food,107,0
image10270.jpg,Attire,74,0
image1230.jpg,Attire,53,0
image2720.jpg,Attire,100,0
image6158.jpg,misc,65,0
image6947.jpg,Decorationandsignage,53,0
image5680.jpg,misc,53,0
image10311.jpg,Food,60,0
image4236.jpg,Attire,122,0
image2416.jpg,Decorationandsignage,60,0
image4426.jpg,Food,31,0
image9277.jpg,Decorationandsignage,60,0
image1728.jpg,Attire,89,0
image4584.jpg,Attire,53,0
image606.jpg,Attire,142,0
image8872.jpg,misc,53,0
image4080.jpg,misc,53,0
image10485.jpg,Food,60,0
image7346.jpg,Food,60,0
image5895.jpg,Food,53,0
image9626.jpg,Attire,80,0
image9397.jpg,Attire,50,0
image3134.jpg,Attire,125,0
image1403.jpg,Attire,60,0
image2420.jpg,misc,53,0
image9080.jpg,Attire,86,0
image3706.jpg,Attire,80,0
image6047.jpg,Food,60,0
image8172.jpg,Food,80,0
image7910.jpg,Attire,71,0
image10281.jpg,Food,60,0
image6412.jpg,Decorationandsignage,107,0
image3060.jpg,Attire,46,0
image8315.jpg,Food,80,0
image481.jpg,misc,64,0
image283.jpg,Attire,80,0
image2567.jpg,Food,80,0
image5774.jpg,Attire,60,0
image2014.jpg,Attire,60,0
image8989.jpg,Attire,53,0
image7066.jpg,Food,58,0
image6341.jpg,misc,60,0
image4511.jpg,misc,56,0
image4255.jpg,Food,120,0
image1097.jpg,Decorationandsignage,120,0
image7074.jpg,Food,107,0
image7711.jpg,Food,107,0
image137.jpg,misc,120,0
image10683.jpg,misc,60,0
image8189.jpg,misc,53,0
image8983.jpg,Attire,107,0
image5067.jpg,Attire,112,0
image7245.jpg,Decorationandsignage,60,0
image8661.jpg,Attire,62,0
image9778.jpg,Decorationandsignage,53,0
image7082.jpg,Food,53,0
image7244.jpg,Decorationandsignage,60,0
image8235.jpg,misc,67,0
image9487.jpg,Attire,107,0
image6680.jpg,Attire,80,0
image2979.jpg,misc,54,0
image45.jpg,Food,80,0
image2100.jpg,Attire,87,0
image2678.jpg,Attire,60,0
image7816.jpg,Food,120,0
image7265.jpg,Attire,151,0
image1817.jpg,misc,80,0
image8266.jpg,Attire,120,0
image8406.jpg,misc,60,0
image6597.jpg,Attire,126,0
image10438.jpg,Food,107,0
image2808.jpg,Attire,80,0
image8897.jpg,Food,107,0
image3099.jpg,Attire,65,0
image5955.jpg,Attire,119,0
image5118.jpg,Food,60,0
image9776.jpg,Food,81,0
image9690.jpg,Decorationandsignage,53,0
image9950.jpg,Food,60,0
image288.jpg,Attire,104,0
image5402.jpg,Food,113,0
image8911.jpg,misc,60,0
image3984.jpg,Food,80,0
image9185.jpg,Food,107,0
image177.jpg,Decorationandsignage,60,0
image5896.jpg,misc,107,0
image10113.jpg,Food,107,0
image2080.jpg,Food,107,0
image4472.jpg,Food,60,0
image5192.jpg,Attire,78,0
image1132.jpg,misc,53,0
image10358.jpg,Food,80,0
image8238.jpg,misc,44,0
image3148.jpg,Decorationandsignage,47,0
image9863.jpg,misc,54,0
image7769.jpg,Attire,45,0
image10154.jpg,Food,128,0
image4814.jpg,Food,65,0
image6017.jpg,Food,107,0
image2841.jpg,Food,80,0
image9117.jpg,misc,53,0
image2026.jpg,Food,80,0
image7207.jpg,Food,53,0
image2883.jpg,Attire,80,0
image4178.jpg,Attire,111,0
image2378.jpg,misc,120,0
image2223.jpg,Decorationandsignage,45,0
image9378.jpg,Food,60,0
image8939.jpg,Food,60,0
image8987.jpg,misc,107,0
image1435.jpg,Food,40,0
image6710.jpg,Food,96,0
image4349.jpg,Attire,53,0
image4880.jpg,Decorationandsignage,142,0
image10565.jpg,Attire,53,0
image1488.jpg,Decorationandsignage,50,0
image952.jpg,misc,120,0
image1388.jpg,Attire,80,0
image7298.jpg,Food,53,0
image4416.jpg,Food,53,0
image10337.jpg,Attire,45,0
image9086.jpg,Food,60,0
image1973.jpg,Decorationandsignage,60,0
image10055.jpg,Decorationandsignage,60,0
image3943.jpg,misc,80,0
image1606.jpg,Decorationandsignage,120,0
image8611.jpg,Attire,53,0
image9613.jpg,Food,71,0
image10322.jpg,Food,53,0
image1807.jpg,misc,120,0
image9556.jpg,Attire,53,0
image9545.jpg,misc,47,0
image77.jpg,Attire,60,0
image7820.jpg,Decorationandsignage,60,0
image2785.jpg,Food,80,0
image86.jpg,Decorationandsignage,46,0
image4343.jpg,Food,53,0
image2536.jpg,Food,60,0
image2930.jpg,Attire,149,0
image4007.jpg,Food,107,0
image8371.jpg,Food,53,0
image1533.jpg,Decorationandsignage,62,0
image2334.jpg,misc,60,0
